"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","hypertrophic cardiomyopathy 11","MONDO:0012799","https://search.clinicalgenome.org/kb/conditions/MONDO:0012799","N/A","1 - Little Evidence for Haploinsufficiency (11/17/2015)","0 - No Evidence for Haploinsufficiency (11/17/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"ACTG1","HGNC:144","https://search.clinicalgenome.org/kb/genes/HGNC:144","","CGGV:FREETEXT_5710bf1a-49db-4189-b02a-9c51a46e50f1","https://search.clinicalgenome.org/kb/conditions/CGGV:FREETEXT_5710bf1a-49db-4189-b02a-9c51a46e50f1","N/A","","","","","","","","","",""
"ACTG1","HGNC:144","https://search.clinicalgenome.org/kb/genes/HGNC:144","Baraitser-winter syndrome 2","MONDO:0013812","https://search.clinicalgenome.org/kb/conditions/MONDO:0013812","Autosomal dominant inheritance","","","","","definitive evidence (01/07/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9969a221-1ce9-44c6-8ab7-2ad5f7ccd5ab-2019-01-07T170000.000Z","Hearing Loss","","",""
"ACTG1","HGNC:144","https://search.clinicalgenome.org/kb/genes/HGNC:144","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","definitive evidence (01/07/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db9f5d19-5ebc-4a1a-a4c3-79ff27f69a0e-2019-01-07T170000.000Z","Hearing Loss","","",""
"ACTL6B","HGNC:160","https://search.clinicalgenome.org/kb/genes/HGNC:160","developmental and epileptic encephalopathy","MONDO:0100062","https://search.clinicalgenome.org/kb/conditions/MONDO:0100062","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/23/2022)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:160","Dosage Working Group","","","","","",""
"ACTN1","HGNC:163","https://search.clinicalgenome.org/kb/genes/HGNC:163","platelet-type bleeding disorder 15","MONDO:0014078","https://search.clinicalgenome.org/kb/conditions/MONDO:0014078","Autosomal dominant inheritance","","","","","definitive evidence (11/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_215f3113-cfb6-44cc-a68b-1eb6539c9fa0-2020-11-25T170000.000Z","Hemostasis Thrombosis","","",""
"ACTN2","HGNC:164","https://search.clinicalgenome.org/kb/genes/HGNC:164","intrinsic cardiomyopathy","MONDO:0000591","https://search.clinicalgenome.org/kb/conditions/MONDO:0000591","Autosomal dominant inheritance","","","","","moderate evidence (08/06/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6710e329-d391-4355-85a5-02d03f8791a3-2018-08-06T131255.615Z","Hypertrophic Cardiomyopathy","","",""
"ACVRL1","HGNC:175","https://search.clinicalgenome.org/kb/genes/HGNC:175","telangiectasia, hereditary hemorrhagic, type 2","MONDO:0010880","https://search.clinicalgenome.org/kb/conditions/MONDO:0010880","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (11/10/2016)","0 - No Evidence for Haploinsufficiency (11/10/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:175","Dosage Working Group","definitive evidence (12/05/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbbb72c5-84a0-4096-8d49-6df506cfee0e-2022-12-05T170000.000Z","Hemostasis Thrombosis","Moderate Actionability (08/26/2022) | Strong Actionability (08/26/2022)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC107 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC107","Adult Actionability Working Group | Pediatric Actionability Working Group"
"ACVRL1","HGNC:175","https://search.clinicalgenome.org/kb/genes/HGNC:175","hereditary hemorrhagic telangiectasia","MONDO:0019180","https://search.clinicalgenome.org/kb/conditions/MONDO:0019180","N/A","3 - Sufficient Evidence for Haploinsufficiency (11/10/2016)","0 - No Evidence for Haploinsufficiency (11/10/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:175","Dosage Working Group","","","","Moderate Actionability (08/26/2022) | Strong Actionability (08/26/2022)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC107 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC107","Adult Actionability Working Group | Pediatric Actionability Working Group"
"ACY1","HGNC:177","https://search.clinicalgenome.org/kb/genes/HGNC:177","aminoacylase 1 deficiency","MONDO:0012368","https://search.clinicalgenome.org/kb/conditions/MONDO:0012368","Autosomal recessive inheritance","","","","","definitive evidence (09/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_67196825-d32f-4070-9c15-debaa2287b73-2020-09-25T160000.000Z","Aminoacidopathy","","",""
"ADA","HGNC:186","https://search.clinicalgenome.org/kb/genes/HGNC:186","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency","MONDO:0007064","https://search.clinicalgenome.org/kb/conditions/MONDO:0007064","Autosomal recessive inheritance","","","","","definitive evidence (11/19/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_664ba77c-3db6-47da-941e-316ac819432a-2020-11-19T170000.000Z","SCID-CID","","",""
"ADA2","HGNC:1839","https://search.clinicalgenome.org/kb/genes/HGNC:1839","deficiency of adenosine deaminase 2","MONDO:0100317","https://search.clinicalgenome.org/kb/conditions/MONDO:0100317","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1839","Dosage Working Group","definitive evidence (05/30/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e05f1338-6a58-4991-af3b-6433bd165a9f-2023-05-30T170000.000Z","Antibody Deficiencies GCEP","","",""
"ADA2","HGNC:1839","https://search.clinicalgenome.org/kb/genes/HGNC:1839","vasculitis due to ADA2 deficiency","MONDO:0014306","https://search.clinicalgenome.org/kb/conditions/MONDO:0014306","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1839","Dosage Working Group","","","","","",""
"ADAM9","HGNC:216","https://search.clinicalgenome.org/kb/genes/HGNC:216","ADAM9-related retinopathy","MONDO:0800398","https://search.clinicalgenome.org/kb/conditions/MONDO:0800398","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (12/11/2014)","0 - No Evidence for Haploinsufficiency (12/11/2014)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:216","Dosage Working Group","definitive evidence (09/01/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c648ec73-186d-4680-93ea-29f5fdf91812-2022-09-01T160000.000Z","Retina","","",""
"ADAM9","HGNC:216","https://search.clinicalgenome.org/kb/genes/HGNC:216","cone-rod dystrophy 9","MONDO:0013002","https://search.clinicalgenome.org/kb/conditions/MONDO:0013002","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (12/11/2014)","0 - No Evidence for Haploinsufficiency (12/11/2014)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:216","Dosage Working Group","","","","","",""
"ADAMTS13","HGNC:1366","https://search.clinicalgenome.org/kb/genes/HGNC:1366","congenital thrombotic thrombocytopenic purpura","MONDO:0010122","https://search.clinicalgenome.org/kb/conditions/MONDO:0010122","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1366","Dosage Working Group","definitive evidence (03/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6442c328-21be-482d-9ea9-ce694c1a5dd9-2020-03-25T160000.000Z","Hemostasis Thrombosis","","",""
"ADAMTS17","HGNC:17109","https://search.clinicalgenome.org/kb/genes/HGNC:17109","Weill-Marchesani 4 syndrome, recessive","MONDO:0013176","https://search.clinicalgenome.org/kb/conditions/MONDO:0013176","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17109","Dosage Working Group","","","","","",""
"ADAMTS18","HGNC:17110","https://search.clinicalgenome.org/kb/genes/HGNC:17110","microcornea-myopic chorioretinal atrophy","MONDO:0014195","https://search.clinicalgenome.org/kb/conditions/MONDO:0014195","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17110","Dosage Working Group","definitive evidence (03/02/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_95caeabe-f92c-4884-87b4-ed97f15769f3-2022-03-02T212447.170Z","Retina","","",""
"ADAMTS2","HGNC:218","https://search.clinicalgenome.org/kb/genes/HGNC:218","Ehlers-Danlos syndrome, dermatosparaxis type","MONDO:0009161","https://search.clinicalgenome.org/kb/conditions/MONDO:0009161","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:218","Dosage Working Group","","","","","",""
"ADAMTS9","HGNC:13202","https://search.clinicalgenome.org/kb/genes/HGNC:13202","ciliopathy","MONDO:0005308","https://search.clinicalgenome.org/kb/conditions/MONDO:0005308","Autosomal recessive inheritance","","","","","limited evidence (05/11/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a31b47e0-c9a5-4bdd-99d7-2d7f0d2a3bc8-2022-05-11T160000.000Z","Kidney Cystic and Ciliopathy Disorders","","",""
"ADAMTSL2","HGNC:14631","https://search.clinicalgenome.org/kb/genes/HGNC:14631","geleophysic dysplasia 1","MONDO:0009269","https://search.clinicalgenome.org/kb/conditions/MONDO:0009269","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14631","Dosage Working Group","","","","","",""
"ADAR","HGNC:225","https://search.clinicalgenome.org/kb/genes/HGNC:225","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","limited evidence (08/27/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03f538b5-43af-4699-9ddb-264077de21c9-2020-08-27T164642.352Z","Mitochondrial Diseases","","",""
"ADCY1","HGNC:232","https://search.clinicalgenome.org/kb/genes/HGNC:232","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","Autosomal recessive inheritance","","","","","limited evidence (05/10/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8152","Hearing Loss","","",""
"ADD3","HGNC:245","https://search.clinicalgenome.org/kb/genes/HGNC:245","complex neurodevelopmental disorder with motor features","MONDO:0100516","https://search.clinicalgenome.org/kb/conditions/MONDO:0100516","Autosomal recessive inheritance","","","","","moderate evidence (08/15/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8a858435-3e50-406f-8ec3-9f4e40b1c392-2022-08-15T180000.000Z","Cerebral Palsy","","",""
"ADGRG1","HGNC:4512","https://search.clinicalgenome.org/kb/genes/HGNC:4512","bilateral frontoparietal polymicrogyria","MONDO:0011738","https://search.clinicalgenome.org/kb/conditions/MONDO:0011738","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (05/17/2012)","0 - No Evidence for Haploinsufficiency (05/17/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4512","Dosage Working Group","","","","","",""
"ADGRV1","HGNC:17416","https://search.clinicalgenome.org/kb/genes/HGNC:17416","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/23/2021)","0 - No Evidence for Haploinsufficiency (08/23/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17416","Dosage Working Group","disputing (03/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f3dc96a-8fd3-4d30-98fd-1b1cf264e818-2019-03-19T160000.000Z","Hearing Loss","","",""
"ADGRV1","HGNC:17416","https://search.clinicalgenome.org/kb/genes/HGNC:17416","Usher syndrome type 2","MONDO:0016484","https://search.clinicalgenome.org/kb/conditions/MONDO:0016484","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/23/2021)","0 - No Evidence for Haploinsufficiency (08/23/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17416","Dosage Working Group","definitive evidence (02/15/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_992d2cd7-5305-4278-9601-3e59ac1a8770-2017-02-15T170000.000Z","Hearing Loss","","",""
"ADK","HGNC:257","https://search.clinicalgenome.org/kb/genes/HGNC:257","adenosine kinase deficiency","MONDO:0100255","https://search.clinicalgenome.org/kb/conditions/MONDO:0100255","Autosomal recessive inheritance","","","","","definitive evidence (04/08/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c2319ca2-652d-411e-ab6d-5b7fb7e185ea-2021-04-08T160000.000Z","Aminoacidopathy","","",""
"ADNP","HGNC:15766","https://search.clinicalgenome.org/kb/genes/HGNC:15766","ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder","MONDO:0014379","https://search.clinicalgenome.org/kb/conditions/MONDO:0014379","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (11/22/2017)","0 - No Evidence for Haploinsufficiency (11/22/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15766","Dosage Working Group","definitive evidence (01/15/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_837200e1-ed55-415b-bd9e-6649e4abab1d-2020-01-15T170000.000Z","Intellectual Disability and Autism","","",""
"ADSL","HGNC:291","https://search.clinicalgenome.org/kb/genes/HGNC:291","adenylosuccinate lyase deficiency","MONDO:0007068","https://search.clinicalgenome.org/kb/conditions/MONDO:0007068","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/06/2015)","0 - No Evidence for Haploinsufficiency (11/06/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:291","Dosage Working Group","definitive evidence (09/07/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d282f565-84e4-4a47-9acc-77ee31bbe9f6-2020-09-07T160000.000Z","Intellectual Disability and Autism","","",""
"AFF2","HGNC:3776","https://search.clinicalgenome.org/kb/genes/HGNC:3776","non-syndromic X-linked intellectual disability","MONDO:0019181","https://search.clinicalgenome.org/kb/conditions/MONDO:0019181","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/08/2020)","0 - No Evidence for Haploinsufficiency (12/08/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3776","Dosage Working Group","definitive evidence (10/20/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ab4216e3-61b7-4542-ad3a-8788a7ef8b63-2017-10-20T040000.000Z","Intellectual Disability and Autism","","",""
"AFF2","HGNC:3776","https://search.clinicalgenome.org/kb/genes/HGNC:3776","FRAXE intellectual disability","MONDO:0010659","https://search.clinicalgenome.org/kb/conditions/MONDO:0010659","N/A","3 - Sufficient Evidence for Haploinsufficiency (12/08/2020)","0 - No Evidence for Haploinsufficiency (12/08/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3776","Dosage Working Group","","","","","",""
"AGA","HGNC:318","https://search.clinicalgenome.org/kb/genes/HGNC:318","aspartylglucosaminuria","MONDO:0008830","https://search.clinicalgenome.org/kb/conditions/MONDO:0008830","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:318","Dosage Working Group","definitive evidence (09/02/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f315b4a-1a3b-4deb-90fd-2b73f732a4ba-2022-09-02T160000.000Z","Lysosomal Diseases","","",""
"AGK","HGNC:21869","https://search.clinicalgenome.org/kb/genes/HGNC:21869","Sengers syndrome","MONDO:0008922","https://search.clinicalgenome.org/kb/conditions/MONDO:0008922","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2014)","0 - No Evidence for Haploinsufficiency (11/20/2014)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21869","Dosage Working Group","","","","","",""
"AGL","HGNC:321","https://search.clinicalgenome.org/kb/genes/HGNC:321","glycogen storage disease III","MONDO:0009291","https://search.clinicalgenome.org/kb/conditions/MONDO:0009291","Autosomal recessive inheritance","","","","","definitive evidence (02/24/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7b762bc-a12f-4194-91b9-764784248cc7-2023-02-24T170000.000Z","General Inborn Errors of Metabolism","","",""
"AGPAT2","HGNC:325","https://search.clinicalgenome.org/kb/genes/HGNC:325","congenital generalized lipodystrophy type 1","MONDO:0012071","https://search.clinicalgenome.org/kb/conditions/MONDO:0012071","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:325","Dosage Working Group","","","","","",""
"AGPS","HGNC:327","https://search.clinicalgenome.org/kb/genes/HGNC:327","alkylglycerone-phosphate synthase deficiency","MONDO:0100274","https://search.clinicalgenome.org/kb/conditions/MONDO:0100274","Autosomal recessive inheritance","","","","","definitive evidence (04/22/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aba640e2-c95d-414b-8c72-d22769e4366a-2022-04-22T160000.000Z","Peroxisomal Disorders","","",""
"AGRN","HGNC:329","https://search.clinicalgenome.org/kb/genes/HGNC:329","congenital myasthenic syndrome 8","MONDO:0014052","https://search.clinicalgenome.org/kb/conditions/MONDO:0014052","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:329","Dosage Working Group","","","","","",""
"AGT","HGNC:333","https://search.clinicalgenome.org/kb/genes/HGNC:333","renal tubular dysgenesis of genetic origin","MONDO:0009970","https://search.clinicalgenome.org/kb/conditions/MONDO:0009970","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/13/2014)","0 - No Evidence for Haploinsufficiency (11/13/2014)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:333","Dosage Working Group","","","","","",""
"AGTR2","HGNC:338","https://search.clinicalgenome.org/kb/genes/HGNC:338","X-linked complex neurodevelopmental disorder","MONDO:0100148","https://search.clinicalgenome.org/kb/conditions/MONDO:0100148","X-linked inheritance","0 - No Evidence for Haploinsufficiency (05/10/2012)","0 - No Evidence for Haploinsufficiency (05/10/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:338","Dosage Working Group","disputing (06/02/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d7cfa2a0-e6a7-49b8-a773-b32a1dfbcd57-2020-06-02T160000.000Z","Intellectual Disability and Autism","","",""
"AGTR2","HGNC:338","https://search.clinicalgenome.org/kb/genes/HGNC:338","intellectual disability, X-linked 88","MONDO:0010454","https://search.clinicalgenome.org/kb/conditions/MONDO:0010454","N/A","0 - No Evidence for Haploinsufficiency (05/10/2012)","0 - No Evidence for Haploinsufficiency (05/10/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:338","Dosage Working Group","","","","","",""
"AGXT","HGNC:341","https://search.clinicalgenome.org/kb/genes/HGNC:341","alanine glyoxylate aminotransferase deficiency","MONDO:0100278","https://search.clinicalgenome.org/kb/conditions/MONDO:0100278","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:341","Dosage Working Group","definitive evidence (02/07/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8460f17d-4d94-4a0c-ac46-41c86ce32e83-2020-02-07T170000.000Z","Peroxisomal Disorders","","",""
"AGXT","HGNC:341","https://search.clinicalgenome.org/kb/genes/HGNC:341","primary hyperoxaluria type 1","MONDO:0009823","https://search.clinicalgenome.org/kb/conditions/MONDO:0009823","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:341","Dosage Working Group","","","","","",""
"AHCY","HGNC:343","https://search.clinicalgenome.org/kb/genes/HGNC:343","hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase","MONDO:0013404","https://search.clinicalgenome.org/kb/conditions/MONDO:0013404","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (06/08/2016)","0 - No Evidence for Haploinsufficiency (06/08/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:343","Dosage Working Group","moderate evidence (12/12/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9b3a56b-b188-44d1-9983-a059895c0ba1-2022-12-12T170000.000Z","Aminoacidopathy","","",""
"AHDC1","HGNC:25230","https://search.clinicalgenome.org/kb/genes/HGNC:25230","AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome","MONDO:0014358","https://search.clinicalgenome.org/kb/conditions/MONDO:0014358","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (02/28/2018)","0 - No Evidence for Haploinsufficiency (02/28/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25230","Dosage Working Group","definitive evidence (11/16/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_59a6c010-95ac-4813-9cf4-5ff60fa5c7e9-2021-11-16T170000.000Z","Intellectual Disability and Autism","","",""
"AHI1","HGNC:21575","https://search.clinicalgenome.org/kb/genes/HGNC:21575","Joubert syndrome 3","MONDO:0012078","https://search.clinicalgenome.org/kb/conditions/MONDO:0012078","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (09/06/2012)","0 - No Evidence for Haploinsufficiency (09/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21575","Dosage Working Group","definitive evidence (10/26/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d0d8d22f-cea6-4f4f-bc71-e85303dccac1-2021-10-26T143345.589Z","Brain Malformations","","",""
